StudentID,Name,Age,Electronics,Programming,Database,DataScience,Mathematics,DSA
365,Student_365,21,78,100,68,62,43,86
366,Student_366,23,68,84,44,67,71,66
367,Student_367,24,49,85,92,92,92,70
368,Student_368,24,78,53,78,44,95,50
369,Student_369,25,68,70,57,86,70,68
370,Student_370,25,94,83,89,55,68,96
371,Student_371,23,84,70,48,63,94,79
372,Student_372,19,45,81,65,100,43,83
373,Student_373,18,84,56,70,65,76,61
374,Student_374,19,51,94,48,73,90,80
375,Student_375,23,53,70,48,96,71,87
376,Student_376,21,57,42,61,83,71,59
377,Student_377,19,76,45,42,57,76,56
378,Student_378,20,92,42,92,73,89,49
379,Student_379,19,49,81,73,52,52,91
380,Student_380,23,61,78,66,40,97,89
381,Student_381,24,60,78,69,70,44,46
382,Student_382,18,68,89,75,100,83,70
383,Student_383,24,99,51,78,52,68,50
384,Student_384,19,89,59,67,80,92,66
385,Student_385,22,65,100,91,77,87,95
386,Student_386,23,45,84,66,48,71,73
387,Student_387,19,43,58,79,54,53,75
388,Student_388,20,54,55,99,58,74,49
389,Student_389,20,51,96,65,47,85,69
390,Student_390,21,45,63,58,99,60,78
391,Student_391,22,61,82,69,81,92,94
392,Student_392,19,69,73,79,48,58,84
393,Student_393,24,68,50,53,50,84,90
394,Student_394,21,67,78,44,59,66,67
395,Student_395,25,74,62,44,61,40,98
396,Student_396,19,88,68,49,82,63,57
397,Student_397,20,61,88,54,84,84,86
398,Student_398,24,42,81,67,75,91,70
399,Student_399,21,40,96,51,81,80,43
400,Student_400,25,53,100,72,78,72,53
401,Student_401,23,71,76,58,77,42,72
402,Student_402,23,76,58,87,95,61,71
403,Student_403,20,54,88,99,43,95,96
404,Student_404,21,57,72,41,57,58,64
405,Student_405,24,100,95,94,55,98,58
406,Student_406,18,41,91,58,67,70,75
407,Student_407,22,66,62,53,99,89,78
408,Student_408,18,47,58,83,87,41,57
409,Student_409,23,60,93,58,41,42,49
410,Student_410,23,67,56,83,63,89,85
411,Student_411,23,46,86,51,65,64,93
412,Student_412,23,58,82,76,65,94,65
413,Student_413,20,75,41,64,46,83,50
414,Student_414,19,69,83,96,76,85,69
415,Student_415,25,66,85,55,80,43,67
416,Student_416,20,67,58,44,51,54,80
417,Student_417,21,83,54,60,48,61,82
418,Student_418,22,55,57,98,95,75,57
419,Student_419,20,80,65,74,82,90,53
420,Student_420,21,49,40,100,44,65,46
421,Student_421,20,44,59,97,62,70,94
422,Student_422,24,97,62,43,98,42,49
423,Student_423,24,99,51,69,42,79,95
424,Student_424,25,100,55,59,73,82,57
425,Student_425,23,73,53,42,79,100,94
426,Student_426,22,56,99,89,71,81,83
427,Student_427,25,72,41,70,90,74,100
428,Student_428,25,52,54,86,48,62,89
429,Student_429,25,66,89,66,98,60,77
430,Student_430,25,63,62,72,45,88,57
431,Student_431,23,73,48,54,96,91,56
432,Student_432,19,80,96,72,85,70,78
433,Student_433,24,60,45,61,100,74,69
434,Student_434,25,87,50,51,50,69,92
435,Student_435,19,81,88,74,82,68,90
436,Student_436,22,51,44,64,68,62,95
437,Student_437,20,98,58,50,64,95,50
438,Student_438,25,72,46,89,59,67,85
439,Student_439,20,64,68,91,99,51,89
440,Student_440,23,44,44,67,95,95,60
441,Student_441,18,52,63,88,79,67,72
442,Student_442,19,89,48,73,58,68,78
443,Student_443,21,53,94,68,56,65,92
444,Student_444,22,99,100,78,45,63,92
445,Student_445,23,66,77,46,43,91,88
446,Student_446,21,45,57,56,93,84,93
447,Student_447,20,77,98,84,100,99,75
448,Student_448,25,44,85,47,54,49,86
449,Student_449,18,75,62,85,41,69,58
450,Student_450,23,87,57,70,91,68,63
451,Student_451,23,77,76,83,58,51,63
452,Student_452,18,73,62,88,97,46,48
453,Student_453,23,91,63,66,95,65,84
454,Student_454,20,87,72,71,82,47,88
455,Student_455,19,59,42,97,57,93,77
456,Student_456,25,89,85,85,68,75,55
457,Student_457,25,94,53,64,47,45,68
458,Student_458,24,50,47,78,51,91,83
459,Student_459,21,76,53,45,48,99,49
460,Student_460,22,79,57,69,93,52,54
461,Student_461,24,92,45,99,55,83,45
462,Student_462,21,55,86,87,92,68,66
463,Student_463,18,78,55,86,41,45,95
464,Student_464,22,90,94,92,51,92,45
465,Student_465,23,66,98,49,96,59,59
466,Student_466,25,51,70,82,99,52,71
467,Student_467,20,84,83,59,95,79,72
468,Student_468,24,59,73,90,74,64,65
469,Student_469,21,81,44,75,97,93,56
470,Student_470,24,92,82,99,55,93,42
471,Student_471,24,59,92,70,70,93,76
472,Student_472,21,87,50,52,80,69,78
473,Student_473,24,44,71,97,94,75,66
474,Student_474,22,95,42,96,54,100,63
475,Student_475,23,57,61,66,79,93,41
476,Student_476,25,74,69,73,60,98,76
477,Student_477,23,76,90,88,100,90,79
478,Student_478,20,94,62,49,70,57,75
479,Student_479,20,92,53,84,97,85,66
480,Student_480,24,56,73,56,61,42,47
481,Student_481,25,52,51,93,59,55,80
482,Student_482,19,75,83,48,51,63,95
483,Student_483,22,64,97,68,52,45,62
484,Student_484,25,67,70,93,53,50,49
485,Student_485,25,50,76,99,69,48,86
486,Student_486,22,77,88,40,76,61,81
487,Student_487,19,42,93,69,98,72,77
488,Student_488,20,64,88,69,43,85,58
489,Student_489,23,44,70,89,53,43,73
490,Student_490,24,65,72,54,94,63,69
491,Student_491,22,78,84,74,98,80,87
492,Student_492,18,62,98,56,56,43,83
493,Student_493,19,45,61,69,63,95,61
494,Student_494,21,93,64,42,55,77,68
495,Student_495,25,47,64,62,76,97,83
496,Student_496,19,63,63,91,86,67,66
497,Student_497,24,99,41,77,47,47,65
498,Student_498,24,64,86,76,67,66,55
499,Student_499,25,50,48,90,56,88,98
500,Student_500,22,46,40,45,64,75,85
501,Student_501,18,93,68,95,66,51,69
502,Student_502,20,42,46,46,73,69,50
503,Student_503,25,62,59,96,70,76,49
504,Student_504,18,43,91,95,66,43,71
505,Student_505,20,88,83,42,44,43,76
506,Student_506,24,65,91,53,42,44,85
507,Student_507,19,99,80,64,93,44,51
508,Student_508,19,89,44,61,89,68,96
509,Student_509,18,44,90,99,65,88,95
510,Student_510,23,80,95,42,74,60,92
511,Student_511,18,94,42,64,76,91,53
512,Student_512,18,67,55,69,63,92,50
513,Student_513,18,85,100,95,63,57,53
514,Student_514,23,98,61,73,48,43,54
515,Student_515,21,87,60,91,54,41,89
516,Student_516,25,91,98,56,63,68,98
517,Student_517,23,83,88,63,74,67,61
518,Student_518,25,55,86,74,54,56,44
519,Student_519,22,51,72,96,46,69,57
520,Student_520,24,93,69,97,91,70,68
521,Student_521,22,56,53,92,55,74,82
522,Student_522,19,40,73,78,84,72,79
523,Student_523,22,93,62,91,88,90,89
524,Student_524,21,85,43,85,64,43,98
525,Student_525,20,98,66,60,78,47,93
526,Student_526,25,68,59,41,62,79,97
527,Student_527,24,74,73,60,98,95,73
528,Student_528,24,46,86,97,98,48,65
529,Student_529,23,57,86,72,56,95,77
530,Student_530,24,69,100,75,42,59,40
531,Student_531,21,85,67,67,54,94,50
532,Student_532,18,66,78,79,51,41,85
533,Student_533,24,68,88,50,76,79,47
534,Student_534,23,97,63,54,77,66,85
535,Student_535,21,62,73,94,76,89,88
536,Student_536,22,100,67,57,54,100,71
537,Student_537,22,51,91,73,71,93,60
538,Student_538,19,81,81,68,73,96,83
539,Student_539,20,58,42,65,82,46,45
540,Student_540,24,91,87,91,56,83,85
541,Student_541,22,88,61,66,52,49,73
542,Student_542,19,95,92,84,93,64,50
543,Student_543,18,95,82,77,86,50,70
544,Student_544,19,95,48,48,95,77,92
545,Student_545,22,46,80,76,52,79,89
546,Student_546,25,52,51,70,61,87,76
547,Student_547,20,69,89,75,83,100,56
548,Student_548,19,66,40,57,88,54,82
549,Student_549,19,91,56,54,40,85,89
550,Student_550,24,57,66,56,78,98,86
551,Student_551,23,74,56,44,97,85,64
552,Student_552,24,98,50,96,93,78,64
553,Student_553,24,92,43,55,98,59,57
554,Student_554,21,82,64,44,56,74,96
555,Student_555,18,54,58,94,61,43,57
556,Student_556,23,65,48,73,60,64,61
557,Student_557,24,46,52,40,56,80,81
558,Student_558,19,95,83,47,95,87,48
559,Student_559,21,79,47,95,50,95,69
560,Student_560,24,76,49,73,86,66,85
561,Student_561,18,99,68,57,72,65,100
562,Student_562,20,92,80,81,83,58,80
563,Student_563,19,83,57,44,100,97,67
564,Student_564,25,40,96,86,72,63,87
565,Student_565,25,68,65,68,64,88,85
566,Student_566,19,70,70,70,72,78,79
567,Student_567,18,93,53,52,58,73,94
568,Student_568,25,78,45,60,61,58,99
569,Student_569,19,97,55,74,77,89,90
570,Student_570,20,75,63,68,75,62,60
571,Student_571,20,75,77,50,48,91,44
572,Student_572,22,72,58,93,61,44,67
573,Student_573,21,63,70,41,75,77,58
574,Student_574,21,91,41,55,80,66,73
575,Student_575,25,92,95,81,67,100,45
576,Student_576,20,100,54,78,57,70,44
577,Student_577,25,96,85,86,81,47,65
578,Student_578,19,59,63,76,65,43,68
579,Student_579,19,42,56,54,52,69,51
580,Student_580,25,68,61,57,54,71,91
581,Student_581,25,63,50,52,74,82,44
582,Student_582,19,70,47,69,87,92,98
583,Student_583,24,83,91,49,88,81,40
584,Student_584,21,60,56,42,47,77,64
585,Student_585,25,88,47,63,97,98,95
586,Student_586,22,47,67,100,71,77,53
587,Student_587,22,61,45,45,58,60,61
588,Student_588,21,58,56,72,70,83,71
589,Student_589,25,97,43,74,96,50,83
590,Student_590,25,40,78,68,99,43,87
591,Student_591,23,45,75,57,63,88,74
592,Student_592,19,77,67,100,79,52,76
593,Student_593,18,99,69,81,69,64,43
594,Student_594,24,57,89,93,46,52,47
595,Student_595,22,45,92,96,65,92,52
596,Student_596,23,64,79,53,100,66,94
597,Student_597,23,70,43,60,81,66,63
598,Student_598,21,56,63,67,78,56,52
599,Student_599,24,79,75,84,81,55,92
600,Student_600,19,86,53,97,70,45,75
601,Student_601,21,79,60,72,84,65,78
602,Student_602,21,41,91,44,98,67,47
603,Student_603,20,96,94,58,94,95,61
604,Student_604,20,95,66,95,80,68,89
605,Student_605,22,79,61,45,44,73,57
606,Student_606,21,50,92,50,88,91,76
607,Student_607,22,86,69,49,40,90,42
608,Student_608,19,98,62,44,45,86,73
609,Student_609,25,91,60,74,88,60,76
610,Student_610,21,83,94,40,48,100,41
611,Student_611,19,40,45,91,55,80,98
612,Student_612,18,73,83,56,95,70,99
613,Student_613,22,44,87,86,50,65,84
614,Student_614,23,52,90,67,100,75,40
615,Student_615,21,98,47,88,41,50,51
616,Student_616,20,53,70,67,44,47,51
617,Student_617,22,75,42,76,46,95,86
618,Student_618,24,62,54,82,75,43,73
619,Student_619,18,97,62,84,100,48,73
620,Student_620,23,46,57,93,69,45,94
621,Student_621,18,52,58,40,89,56,71
622,Student_622,19,70,54,83,56,61,77
623,Student_623,25,98,76,72,64,61,90
624,Student_624,20,80,78,92,63,46,45
625,Student_625,19,90,82,52,50,45,60
626,Student_626,24,57,90,90,50,89,81
627,Student_627,25,84,47,43,72,96,87
628,Student_628,24,87,41,63,52,73,85
629,Student_629,19,58,54,90,49,65,48
630,Student_630,25,89,90,94,77,60,52
631,Student_631,22,98,83,82,77,42,97
632,Student_632,19,74,73,87,91,94,47
633,Student_633,21,86,78,97,61,46,47
634,Student_634,23,56,51,100,53,54,56
635,Student_635,23,49,63,93,85,88,77
636,Student_636,19,52,41,99,100,58,95
637,Student_637,23,64,52,78,76,49,40
638,Student_638,22,54,52,58,77,90,67
639,Student_639,21,74,97,43,88,54,48
640,Student_640,25,75,69,70,46,81,100
641,Student_641,23,73,75,61,68,64,63
642,Student_642,23,86,54,77,65,67,83
643,Student_643,20,64,99,66,95,91,89
644,Student_644,22,43,40,82,49,51,99
645,Student_645,24,44,86,43,40,59,71
646,Student_646,24,67,79,83,78,80,50
647,Student_647,23,100,84,73,65,90,50
648,Student_648,20,67,43,49,41,76,71
649,Student_649,22,55,64,85,52,43,46
650,Student_650,24,75,42,41,97,65,52
651,Student_651,21,54,89,61,89,64,56
652,Student_652,19,44,51,100,77,53,80
653,Student_653,18,59,78,93,82,69,100
654,Student_654,21,87,98,100,85,76,66
655,Student_655,21,81,63,98,94,96,72
656,Student_656,25,80,83,92,89,54,89
657,Student_657,21,95,51,85,86,54,83
658,Student_658,24,95,63,40,95,47,44
659,Student_659,18,97,98,43,89,74,57
660,Student_660,22,76,88,94,59,40,94
661,Student_661,25,78,42,75,99,59,84
662,Student_662,22,97,50,87,59,50,52
663,Student_663,23,51,82,74,93,42,51
